bookId,bookCover,bookCategory,bookAbstract,bookTitle,bookAuthor,bookProfessor,bookPublished,bookStatus,bookStamp
,mobiledelvefileexplorer.jpg,mobile app,"we all know that in our advancement in life, the rapid developments for new devices are to ease the communication and processes in our daily activities. but due to the hurried development, the number of bugs and mistakes from the released applications and operating system are arises nowadays.",mobile delve file explorer,"arinaza, karen, galona mattana cristina",prof jonathan velarde,3/1/2012,available,
,mobilesecretary.jpg,mobile app,"this app will help the employee's to lessen their hardship in managing their schedule. they can set here their appointments and it will notify them at the exact time that they've set on it. they can also save notes in case they don't have a notebook and ball pen with them. and one of the features of this app is, when they didn't know the place of their appointments, they can now track where it is. this app uses a google map that if the employee searches the place of appointment, it will draw a route that will lead them to the place. and while the employee is on his way to that place the tracker of the cell phone will also move where he is. this app is very useful especially to the employees and it is very easy to use.",mobile secretary,tangguin jenina and timbal christian paul,prof edwin p. macaspag,3/1/2015,available,
,myonestopcareercom.jpg,mobile app,"this study focuses on providing faster and reliable online job hunting and applications through an online website and an android application to make the browsing and applications more efficient and for the users to avoid the hassle and conflicts on job hunting. our goal is to avoid or eliminate the manual job application of the applicants that consumes a lot of time and energy. by the use of computerized system, job hunting and job applications could have a more efficient and convenient way of searching for jobs. by the use of computerized system, job hunting and job applications could have a more efficient and convenient way of searching for jobs.",my one stop career . com,aquino raymon and gannacial jose b. jr.,prof jayson s. joble,3/1/2018,available,
,nationalprintingofficepayrollsystem.jpg,mobile app,"it can be defined as the acquisition processing, storage and dissemination of vocal, pictorial textual and numerical information by microelectronics-based combination of computing and telecommunications. in addition to it, it has been said as the area of managing technology and spans wide variety of areas that include but are not limited to things such as processes, computer software, information systems, computer hardware, programming languages, and data constructs. in short, anything that renders data, information or perceived knowledge in any visual format whatsoever, via any multimedia distribution mechanism, is considered part of the domain space known as information technology (it).",national printing office payroll system,"legasca trish, mailo angelo",prof jonathan velarde,3/1/2012,available,
,nmisinventorymanagementsystem.jpg,mobile app,"this study is focused on the national meat inspection service, a government agency under of department of agriculture. the processes and services they provide for the people were time consuming methods. the proposed project aims to solve these problems through developing a web-based system by using a computerized inventory management with the help of a mobile application to lessen the work of the employees such as meat inspectors and focal persons. the objective of making this study is the reporting processes of meat inspectors to be more efficient, the information they fill up will be more accurate and the time consumed with the works of the focal person will be lessened.",nmis inventory management system,ballesteros jerome and panim reils carlo,prof raul gutierrez,3/1/2018,available,
,opticalclinicwebportalinthephilippines.jpg,mobile app,"the optical clinic web portal in the philippines was proposed to help different clinics around the philippines. this project aimed to develop a web portal for optical clinics that use manual processes based on the gathered interview with partner clinics and optical customers. the project concerned on how the manual reservation and transaction can be handled by each registered clinic. relevant information of optical clinic includes to the given account for customer viewing. customers can involve to different clinics and perform transaction based on their needs and also the information of customers is considered for registration purposes only. the features of this project are for both optical clinics and customers, handling proper records and appointments, finding or tracing an optical clinic and communicating by using this portal",optical clinic web portal in the philippines,"odog florabelle, quinta cyrille, villanueva annalyn and yare chris noel",prof vicente tabocolde,3/1/2019,available,
,piggytorionrush.jpg,mobile app,piggytorion rush is a 2d adventure running mobile game in which the player will run to the obstacles in different levels. the player must avoid the obstacles and the enemies and reach the finish line to proceed to the next level. this game will test the player's patience. this game is not like typical running game; it will test the player's tactics skills that must measure carefully when you jump into the platforms or to avoid the obstacles that along your way. this kind of game will give also some excitement to the player especially if they are employee or working personnel with full of stress,piggytorion rush,tagay mark mathew and santiago david,prof genalyn villafuerte,3/1/2018,available,
,pm.jpg,mobile app,"the researchers intended to develop a mobile application called pm which stands for print manager to provide a fast and easy way of printing files that they needed especially if time and effort is concerned. pm provides a printing service through wireless connection using your android mobile phones, it can print files even if you are in a distant place with the help of the said phone. the study will help the researcher to identify the problems being encountered by the user with printing of files through a mobile phone the study aims to eliminate the problems encountered thru printing problems such as cost, energy, time and effort of printing that can't print and can't connect to computer (server) without using any necessary connector or extra wires were the specific objectives of pm (print manager).",pm (print manager),agluya klayd kent and fernandez katrina,prof efren victoria,3/1/2015,available,
,propartswebportalwithevouchersandvirtualsearch.jpg,mobile app,"this study is focused on developing a web portal and mobile application can allow customers/buyer to search and order products they desire or cancel his/her transaction over the internet at any time, attract new customers with search engine that allows to search using visual search and display products provide a credit card for online payments, shipping fee and cash on hand delivery methods. it will also have a chatbot (faq) for customers and dynamic mapping for the location of the clients.",pro parts web portal with e-vouchers and virtual search,"abaca leoniel, bolon jerdrex, vego jr. namedo",prof vincent tabacolde,3/1/2019,available,
,rvillegastaxischedulingtrackingandmonitoringsystem.jpg,mobile app,"the main objective of this project is to design and develop a system that will help the company to provide an automation of scheduling, tracking, and monitoring of all taxis. as we observed, taxis are numerous but they are set aside by many people. most of us used to ride in a grab or uber rather than to a taxi. the researchers proposed a system that will help passengers to have an easy access for a good service and safe transportation. they will be able to give a review, comment and report about the performance of driver. aside from that, this system helps the client or the company expands their target customers nationwide.",r villegas taxi scheduling tracking and monitoring system,bejo airom john and contalba jun christopher p.,prof michael tan,3/1/2018,available,
,realestatebrokerwebportal.jpg,mobile app,"our project real estate broker web portal"" is related in online application of estate real estate broker web portal is advanced solution in every broker to advertise in convenient way and also in the customer can find a property that suitable in their need qualification. here registration is also free cost. so user can register by using real estate portal then buy the property & verify them the software is reliable to user. our main concept is give best and quick result in the user.""""""""""""",real estate broker web portal,"vergara jessica mae and canada, judy ann",prof michael tan,3/1/2018,available,
,rextore.jpg,mobile app,"the general objective of the study is to produce an online bookshop system that will efficiently maintain covered time usage and monitored user's information's. to secure the data and information by the system, provide an easy and fast way in searching the methods, in able to report on time. the spiral life cycle model is a type of iterative software development model which is generally implemented in high risk projects. there are four sections. to determine the objectives, alternatives and constraints, risk analysis and evaluation of alternatives, execution of that phase of development and plan the next phase. in the whole semester of conducting this study we have noticed that the customers were able to easily choose the books that they want. aside from that the privacy of the information of each customer is secured with this account",rextore,oliva franz and realista johio,prof edwin macaspag,4/6/2015,available,
,schoolinformationmanagementsytem.jpg,mobile app,"this is 'school information management system (sims) which handles registration and enrollment of students, scheduling of rooms, offline payment and grading of students.",school information management sytem (sims),"petate, jesabel m.",prof michael tan,3/1/2018,available,
,shaquetcomputergadgetportalandandroidapplication.jpg,mobile app,shaquet computer gadgets portal and android application is web-based system which aim to easy to shop especially to those people that is not able to go to the market for buying gadgets and computer parts. the web has become an opportunity for the marketers to add value to products and services. the phenomenal growth and rising of the popularity or the internet and the world wide web have a key to attract more customers and businesses to engage the benefit of electronic-commerce (e-commerce),shaquet computer gadget portal and android application,"antonio joemae, bitagan james, marfil jennica and tabios jimmy",prof michael tan,3/1/2019,available,
,singerwannabemobileapplication.jpg,mobile app,this mobile entertainment application using smart phone or android phone in the absence of internet connection is very helpful to those people who are fond of using applications for entertainment purposes.,singer wanna be mobile application,"ballen anna rosalie and marina, claire",prof genalyn villafuerte,3/1/2016,available,
,tapluck.jpg,mobile app,"this study aims to improve the speed of computation and thinking of its gamer through arithmetically challenging stages of the game. furthermore, this will be beneficial to every user at any age as long as they understand arithmetic mathematics. the researchers used the experimental method as one of the basis in coming up with the best ways to enhance the game.",tapluck,almodiel lorenz and davil rommel,prof raul gutierrez,3/1/2015,available,
,tesdawebaccreditedwebportal.jpg,mobile app,"this study is focused on developing a web and mobile application that can generate nearby tesda accredited school according to the user's location. upon searching, the system will provide the list of tesda accredited school and their offered courses. it will also display the mapping information such as distance, estimated time of going, and direction guiding.",tesda web accredited web portal,"ala-ay kristopher lorenz, bolgado cairome and galono merlyn",prof jayson s. joble,3/1/2018,available,
,tradeunioncongressofthephilippines.jpg,mobile app,"almost all of people are aware to the fact that the world of today is very different compared to the past. as we are able to determine, that we are all surrounded by the vague society of technology as the knowledge of the human grows on its outmost limit. we might able to say that anything in the world can be run, operated and controlled by the computer on its wide variety of functional use to complement the needs of human to aid in different areas of necessity technologically.",trade union congress of the philippines,dalciano mariano jr. ledraro gerald,prof jonathan velarde,3/1/2012,available,
,traemoandroidapplication.jpg,mobile app,"technology nowadays has a big contribution in our generation technology has influenced people and their daily lives, some better than others. it offers a lot of advantages and disadvantages in the world. in our generation, we witness the rapid acceleration of modern technologies. we face the world with technologies. in all aspects of life we are using it. in education, business, health issues, entertainments, industry, agriculture, transportation, communication and others are the examples of fields were the presence of technology was present. but as much as our personal lives have changed the business world has revolutionized almost beyond recognition in the past few decades. technology and we mean the advances in communication and information technology has changed the face and the pace of business.",traemo android application,aguinaldo arianne joy and balodong brenda m.c,prof edwin macaspag,3/1/2015,available,
,uccthesisarchieve.jpg,mobile app,"ucc thesis archiving is a web and mobile based application that collector archive thesis and dissertation and make it more visible to the global users. ucc doesn't have a huge facility to store all the thesis and other files and lack of personnel's to monitor the facilities and the data's. we proposed this system to help our school in collecting and storing of thesis, to manage and keep thesis and dissertation digitally, to generate and monitor statistics automatically and to make library transactions like borrowing and viewing the thesis or dissertation more easily and accurate. this study is suitable for those students who's finding resources.",ucc thesis archieve,gazingan john rickmar and tapang chenai,prof raul gutierrez,3/1/2018,available,
